file,alpha,beta,PC1,PC2,cluster,cluster_name,color_order
256,2.037953633606138,1.071080761934176,29.813619273852026,1.7614284178780437,1,Fast,0
257,2.572136858132956,0.9797612961399892,27.43200698178153,-1.1119755128164355,1,Fast,0
258,2.489220659409142,1.016193577677523,28.078903414601314,-0.5496016532761708,1,Fast,0
259,2.408493133861258,1.044849513082465,28.572766339378916,-0.04065591771528074,1,Fast,0
260,2.2731982761160245,0.9493185219265552,28.12870160643204,-0.01719497286134533,1,Fast,0
261,2.937401899585843,1.084977736589784,27.47652052460459,-1.763191245725769,1,Fast,0
262,1.941050151743012,1.002191867089803,29.696514400128994,1.9066387887421938,1,Fast,0
263,1.730792233722439,1.1265093764934255,30.900971944369317,3.531314668013654,1,Fast,0
264,1.4422938140484534,1.0611410880460157,31.517591300369133,4.997877556842321,1,Fast,0
265,2.0592761707289324,1.1120857613882984,29.970325583098294,1.8570612947973923,1,Fast,0
267,1.928012906755036,0.8985071283199709,28.936451516656945,1.4438747310972837,1,Fast,0
268,4.354812054788068,0.3252909253695178,-8.745915707379222,2.5698736529872357,0,Medium,1
269,1.173826979593849,0.7733879259369805,31.458626594726134,6.325483993313907,1,Fast,0
270,3.4425743969291878,0.4163721029803942,1.3525005813476076,0.8209922881764515,0,Medium,1
271,0.9261363332184308,0.2411861923029152,24.054531926242788,10.557460502049734,1,Fast,0
272,2.34019218806062,0.8850989570650415,27.084702023700554,-0.6870899482996703,1,Fast,0
273,35.571564784603474,0.3735508016865329,-31.31226487864402,3.4027112971381808,2,Slow,2
274,54.76986679556524,0.354186895476796,-33.021102125641264,3.6633838723737107,2,Slow,2
275,75.58642400976163,0.3794264800146258,-33.67471878062436,3.6985732625192442,2,Slow,2
276,115.98816725965618,0.3546235834209685,-34.528898172827525,3.842830852386584,2,Slow,2
277,46.69861054432743,0.262773936698506,-33.177494214963616,3.8842698125501025,2,Slow,2
278,40.41734650751007,0.2991614385267374,-32.48901771914672,3.74975902941491,2,Slow,2
279,81.89187545151218,0.4630340244883896,-33.386961504729726,3.5146345590828325,2,Slow,2
280,299.9999999999998,1.1484218080101478,-31.911387147405268,2.0574296206589273,2,Slow,2
281,3.8633553070168993,0.2849797730065616,-8.161395271369244,3.402578081212812,0,Medium,1
282,94.1228007289169,1.2379521824669542,-21.566000752483735,-2.985963627426094,2,Slow,2
283,1.9568110517830464,0.4999463402604324,19.194825922193846,1.3682065151366654,1,Fast,0
284,4.0304861313543805,0.2485191622744731,-10.737778998741652,4.045482489989665,0,Medium,1
285,4.505695602055196,0.2687178734877867,-12.022536377634855,3.5983831833715616,0,Medium,1
286,5.522683706224036,0.4950617428216109,-5.381391058720124,-0.6555519844353461,0,Medium,1
287,8.066144411675614,0.5316240923860055,-11.383358965537388,-0.6624296071511547,0,Medium,1
288,2.254576846914768,0.514238327573953,16.757923133284358,0.3264746772081335,1,Fast,0
289,2.6158781315373325,0.4964193101859634,12.44001365533054,-0.10851418242620184,1,Fast,0
290,3.91039786150518,0.9037944908126708,21.170161563098553,-5.34673590518648,1,Fast,0
291,4.442552121829009,0.780059104558053,14.383392988030325,-5.562148204266504,1,Fast,0
292,4.082558543682445,0.8095236487856267,17.272347781731273,-5.423734642311796,1,Fast,0
293,11.368474053413406,0.1114776277687734,-28.24530125799434,4.823867984758909,2,Slow,2
294,14.782577678014205,0.8007984468796444,-10.385286014743363,-4.005999236949791,0,Medium,1
295,20.42279854208993,0.2777607583029617,-29.61313346229193,3.6667609976130744,2,Slow,2
296,67.87539302369464,0.4189484321336366,-33.181225934273044,3.5548689529255797,2,Slow,2
297,80.65228279617857,0.4239609007643218,-33.5781409567611,3.6121172583102252,2,Slow,2
298,10.484190688594566,0.4205156109335971,-20.07403364840059,1.729452832076282,2,Slow,2
299,47.73448963720083,0.5785437606170721,-30.293050518357532,2.5498051574500358,2,Slow,2
300,13.821411987538823,0.3189552154190456,-25.961012750717224,3.192419402996664,2,Slow,2
301,31.566095719855127,0.3998601485567079,-30.42910529857596,3.1904565640012525,2,Slow,2
302,12.95741828358164,0.8452416865560268,-5.576329447530455,-5.532928085943557,0,Medium,1
303,22.271815633923417,0.6995949405166778,-20.990548537780406,-0.472324718696783,2,Slow,2
304,32.65100358547047,0.7078919024786636,-25.07571299382075,0.6091371127327976,2,Slow,2
305,29.76239953148137,0.542101488053847,-27.85629836009489,2.118277959873704,2,Slow,2
306,22.103679988615973,0.4413444701106186,-27.46754572850995,2.55404976123168,2,Slow,2
308,15.238756951573729,0.5651419968166239,-20.392654425589626,0.4156483661819044,2,Slow,2
309,3.5943921144864235,0.5711288952155685,8.797831103186715,-2.208580719598529,0,Medium,1
310,4.082266975204902,0.2184418215882154,-12.312541342101666,4.563839946398421,0,Medium,1
311,4.876909396170634,0.4122716547590886,-6.885506895254274,0.8947875991316075,0,Medium,1
312,2.4154093299776065,0.5729984731743555,17.9248088749196,-0.7295047721983432,1,Fast,0
313,3.046792689515167,0.4310499967493055,5.162347117708459,0.6782509390756063,0,Medium,1
314,12.72547106449522,0.4430247656375795,-21.90091323410223,1.7328749024799799,2,Slow,2
315,11.885800382833937,0.412368368698898,-21.966523989919857,2.0233401693430637,2,Slow,2
316,20.421952587406626,0.4009847153129866,-27.610973341314846,2.8027574656216983,2,Slow,2
317,17.648384217514256,0.422106413695024,-25.948596305989817,2.447736857667088,2,Slow,2
