permutation_score,type
0.34317460317460313,permutation
0.28888888888888886,permutation
0.4322222222222223,permutation
0.3068253968253968,permutation
0.2517460317460317,permutation
0.22904761904761903,permutation
0.32206349206349205,permutation
0.2968253968253968,permutation
0.34714285714285714,permutation
0.30428571428571427,permutation
0.39365079365079364,permutation
0.2961904761904762,permutation
0.27444444444444444,permutation
0.41158730158730156,permutation
0.2728571428571428,permutation
0.3284126984126984,permutation
0.29460317460317464,permutation
0.23222222222222225,permutation
0.2333333333333333,permutation
0.4442857142857143,permutation
0.30206349206349203,permutation
0.36476190476190473,permutation
0.30111111111111105,permutation
0.31031746031746027,permutation
0.22206349206349207,permutation
0.4341269841269842,permutation
0.28285714285714286,permutation
0.24047619047619045,permutation
0.29936507936507933,permutation
0.2188888888888889,permutation
0.3365079365079365,permutation
0.35460317460317464,permutation
0.3412698412698413,permutation
0.45460317460317456,permutation
0.3568253968253968,permutation
0.3211111111111111,permutation
0.293968253968254,permutation
0.23253968253968252,permutation
0.36238095238095236,permutation
0.3141269841269841,permutation
0.2712698412698412,permutation
0.4185714285714286,permutation
0.27285714285714285,permutation
0.3342857142857143,permutation
0.2695238095238095,permutation
0.37142857142857144,permutation
0.399047619047619,permutation
0.3304761904761905,permutation
0.3176190476190476,permutation
0.31079365079365073,permutation
0.423968253968254,permutation
0.2523809523809524,permutation
0.373015873015873,permutation
0.3358730158730158,permutation
0.2957142857142857,permutation
0.30095238095238097,permutation
0.3974603174603174,permutation
0.2773015873015873,permutation
0.3701587301587302,permutation
0.276984126984127,permutation
0.27444444444444444,permutation
0.30920634920634915,permutation
0.19174603174603178,permutation
0.2617460317460317,permutation
0.3584126984126984,permutation
0.4182539682539682,permutation
0.2009523809523809,permutation
0.2733333333333333,permutation
0.29333333333333333,permutation
0.3492063492063492,permutation
0.4871428571428571,permutation
0.3165079365079365,permutation
0.36523809523809525,permutation
0.3628571428571429,permutation
0.22936507936507936,permutation
0.36904761904761907,permutation
0.2692063492063492,permutation
0.3176190476190476,permutation
0.2947619047619048,permutation
0.22190476190476188,permutation
0.3642857142857142,permutation
0.39746031746031746,permutation
0.2873015873015873,permutation
0.2807936507936508,permutation
0.3725396825396825,permutation
0.3628571428571429,permutation
0.4201587301587302,permutation
0.4515873015873016,permutation
0.25222222222222224,permutation
0.2604761904761905,permutation
0.3193650793650794,permutation
0.49984126984126986,permutation
0.3950793650793651,permutation
0.3187301587301587,permutation
0.30365079365079367,permutation
0.32587301587301587,permutation
0.18793650793650793,permutation
0.28714285714285714,permutation
0.34634920634920635,permutation
0.34888888888888886,permutation
0.3063492063492063,permutation
0.3222222222222223,permutation
0.31174603174603177,permutation
0.31920634920634916,permutation
0.333015873015873,permutation
0.3419047619047619,permutation
0.3185714285714286,permutation
0.2668253968253968,permutation
0.2779365079365079,permutation
0.3603174603174603,permutation
0.27984126984126984,permutation
0.2811111111111111,permutation
0.43619047619047613,permutation
0.2807936507936508,permutation
0.3053968253968254,permutation
0.31190476190476185,permutation
0.33904761904761904,permutation
0.33460317460317457,permutation
0.42746031746031743,permutation
0.3223809523809524,permutation
0.36412698412698413,permutation
0.30174603174603176,permutation
0.23650793650793647,permutation
0.3412698412698412,permutation
0.2607936507936508,permutation
0.35158730158730156,permutation
0.2636507936507937,permutation
0.2884126984126984,permutation
0.38365079365079363,permutation
0.28460317460317464,permutation
0.39412698412698405,permutation
0.28682539682539676,permutation
0.3288888888888889,permutation
0.24158730158730157,permutation
0.3661904761904762,permutation
0.3380952380952381,permutation
0.24666666666666667,permutation
0.33999999999999997,permutation
0.22714285714285715,permutation
0.23984126984126983,permutation
0.34365079365079365,permutation
0.3141269841269841,permutation
0.3188888888888889,permutation
0.3325396825396825,permutation
0.2784126984126984,permutation
0.4661904761904762,permutation
0.39095238095238094,permutation
0.329047619047619,permutation
0.21904761904761902,permutation
0.3047619047619048,permutation
0.37714285714285717,permutation
0.4766666666666667,permutation
0.3238095238095238,permutation
0.31507936507936507,permutation
0.2584126984126984,permutation
0.4074603174603174,permutation
0.30333333333333334,permutation
0.25317460317460316,permutation
0.2887301587301587,permutation
0.29888888888888887,permutation
0.39920634920634923,permutation
0.20857142857142855,permutation
0.32285714285714284,permutation
0.24841269841269836,permutation
0.23793650793650795,permutation
0.2215873015873016,permutation
0.2812698412698412,permutation
0.4066666666666666,permutation
0.2949206349206349,permutation
0.25555555555555554,permutation
0.5633333333333332,permutation
0.2550793650793651,permutation
0.2373015873015873,permutation
0.36253968253968255,permutation
0.2373015873015873,permutation
0.27666666666666667,permutation
0.4117460317460318,permutation
0.3553968253968253,permutation
0.28793650793650793,permutation
0.25285714285714284,permutation
0.3814285714285714,permutation
0.3314285714285714,permutation
0.2806349206349207,permutation
0.37047619047619046,permutation
0.41412698412698407,permutation
0.26857142857142857,permutation
0.27761904761904765,permutation
0.37476190476190474,permutation
0.27111111111111114,permutation
0.2949206349206349,permutation
0.3817460317460318,permutation
0.3692063492063492,permutation
0.26285714285714284,permutation
0.31396825396825395,permutation
0.3880952380952381,permutation
0.5166666666666667,permutation
0.23126984126984124,permutation
0.3338095238095238,permutation
0.2725396825396825,permutation
0.4617460317460318,permutation
0.3450793650793651,permutation
0.38222222222222224,permutation
0.2549206349206349,permutation
0.26206349206349205,permutation
0.2944444444444444,permutation
0.26936507936507936,permutation
0.3576190476190476,permutation
0.23968253968253966,permutation
0.22126984126984128,permutation
0.2574603174603175,permutation
0.3349206349206349,permutation
0.3122222222222223,permutation
0.483015873015873,permutation
0.40428571428571425,permutation
0.27142857142857146,permutation
0.2855555555555555,permutation
0.34968253968253965,permutation
0.2677777777777778,permutation
0.4523809523809524,permutation
0.36571428571428577,permutation
0.36174603174603176,permutation
0.38698412698412704,permutation
0.4136507936507936,permutation
0.29555555555555557,permutation
0.38539682539682535,permutation
0.3885714285714286,permutation
0.32492063492063494,permutation
0.4168253968253969,permutation
0.3195238095238095,permutation
0.33285714285714285,permutation
0.44904761904761914,permutation
0.3355555555555555,permutation
0.29904761904761906,permutation
0.2865079365079365,permutation
0.16555555555555554,permutation
0.2384126984126984,permutation
0.3433333333333334,permutation
0.239047619047619,permutation
0.30619047619047624,permutation
0.3466666666666667,permutation
0.2953968253968254,permutation
0.3101587301587302,permutation
0.2580952380952381,permutation
0.3412698412698413,permutation
0.33015873015873015,permutation
0.2598412698412699,permutation
0.4066666666666666,permutation
0.27904761904761904,permutation
0.3695238095238095,permutation
0.2477777777777778,permutation
0.359047619047619,permutation
0.3857142857142857,permutation
0.3993650793650793,permutation
0.3034920634920634,permutation
0.29603174603174603,permutation
0.3468253968253968,permutation
0.2987301587301587,permutation
0.3361904761904762,permutation
0.2861904761904762,permutation
0.35285714285714287,permutation
0.3828571428571429,permutation
0.24904761904761905,permutation
0.3166666666666667,permutation
0.22555555555555556,permutation
0.33952380952380945,permutation
0.23142857142857146,permutation
0.2728571428571428,permutation
0.24571428571428572,permutation
0.48650793650793644,permutation
0.24825396825396825,permutation
0.35,permutation
0.29793650793650794,permutation
0.31841269841269837,permutation
0.346984126984127,permutation
0.29682539682539677,permutation
0.4309523809523809,permutation
0.28,permutation
0.38396825396825396,permutation
0.2812698412698413,permutation
0.2552380952380952,permutation
0.3071428571428571,permutation
0.423968253968254,permutation
0.206031746031746,permutation
0.2641269841269841,permutation
0.44603174603174606,permutation
0.2906349206349206,permutation
0.31269841269841275,permutation
0.3255555555555556,permutation
0.40444444444444444,permutation
0.29015873015873017,permutation
0.37793650793650796,permutation
0.363015873015873,permutation
0.3479365079365079,permutation
0.3563492063492064,permutation
0.376984126984127,permutation
0.4196825396825397,permutation
0.35587301587301584,permutation
0.2653968253968254,permutation
0.37238095238095237,permutation
0.35349206349206347,permutation
0.409047619047619,permutation
0.33444444444444443,permutation
0.3022222222222222,permutation
0.3157142857142857,permutation
0.3738095238095238,permutation
0.35523809523809524,permutation
0.2646031746031746,permutation
0.31730158730158725,permutation
0.3001587301587302,permutation
0.45984126984126983,permutation
0.4007936507936508,permutation
0.26142857142857145,permutation
0.2520634920634921,permutation
0.3306349206349206,permutation
0.3279365079365079,permutation
0.2722222222222222,permutation
0.2779365079365079,permutation
0.38349206349206344,permutation
0.3107936507936508,permutation
0.28888888888888886,permutation
0.3433333333333334,permutation
0.3065079365079365,permutation
0.40634920634920635,permutation
0.2119047619047619,permutation
0.3085714285714286,permutation
0.33365079365079364,permutation
0.423968253968254,permutation
0.32063492063492066,permutation
0.4377777777777778,permutation
0.3592063492063492,permutation
0.3379365079365079,permutation
0.38555555555555554,permutation
0.35396825396825393,permutation
0.31492063492063493,permutation
0.39365079365079364,permutation
0.3019047619047619,permutation
0.3385714285714286,permutation
0.3611111111111111,permutation
0.42634920634920637,permutation
0.4185714285714285,permutation
0.3504761904761905,permutation
0.39269841269841266,permutation
0.38968253968253963,permutation
0.3568253968253968,permutation
0.32333333333333336,permutation
0.29047619047619044,permutation
0.37031746031746027,permutation
0.2650793650793651,permutation
0.22063492063492066,permutation
0.2668253968253968,permutation
0.39539682539682536,permutation
0.3206349206349206,permutation
0.3287301587301587,permutation
0.319047619047619,permutation
0.3314285714285714,permutation
0.37968253968253973,permutation
0.3546031746031746,permutation
0.3887301587301587,permutation
0.45015873015873015,permutation
0.31253968253968256,permutation
0.379047619047619,permutation
0.276984126984127,permutation
0.22396825396825398,permutation
0.2906349206349207,permutation
0.36000000000000004,permutation
0.31507936507936507,permutation
0.20206349206349206,permutation
0.2984126984126984,permutation
0.3396825396825397,permutation
0.2766666666666667,permutation
0.4292063492063492,permutation
0.4074603174603174,permutation
0.26301587301587304,permutation
0.30666666666666664,permutation
0.33396825396825397,permutation
0.4860317460317461,permutation
0.3180952380952381,permutation
0.3844444444444445,permutation
0.37555555555555553,permutation
0.19063492063492063,permutation
0.3001587301587302,permutation
0.27999999999999997,permutation
0.326984126984127,permutation
0.34523809523809523,permutation
0.43698412698412703,permutation
0.2503174603174603,permutation
0.32063492063492066,permutation
0.3266666666666666,permutation
0.34698412698412695,permutation
0.3796825396825397,permutation
0.43666666666666665,permutation
0.3512698412698413,permutation
0.35111111111111104,permutation
0.27380952380952384,permutation
0.2606349206349206,permutation
0.35126984126984123,permutation
0.34365079365079365,permutation
0.24936507936507937,permutation
0.41634920634920636,permutation
0.44222222222222224,permutation
0.31063492063492065,permutation
0.2847619047619047,permutation
0.28301587301587305,permutation
0.3703174603174603,permutation
0.34952380952380946,permutation
0.2974603174603174,permutation
0.29063492063492063,permutation
0.2276190476190476,permutation
0.27428571428571424,permutation
0.6973015873015873,observed
