file_name,Zero_orderAbsolute_Error,First_orderAbsolute_Error,HiguchiAbsolute_Error,Korsmeyer_PeppasAbsolute_Error,WeibullAbsolute_Error,ReciprocalAbsolute_Error
data/drug_release/100..csv,14.461651844801374,2.9472352332334206,5.194014605434094,5.218008750455843,2.7098974030765315,1.854035106113688
data/drug_release/101..csv,5.341183781935996,1.27877843291612,3.3190337887634955,0.16096506363558233,1.140797247619133,1.0994923176875073
data/drug_release/102..csv,4.743685753524158,1.2763240932754376,3.1237375741817504,0.21699641720423338,0.8846184659502295,1.0094737025120608
data/drug_release/103..csv,4.034543196167695,1.0445464812970426,4.59632047341748,0.445425796175287,0.9544720989792437,0.6183162303544932
data/drug_release/104..csv,31.522969077741344,3.8249313845827366,17.17286392403719,5.964121206200179,2.5747596276171483,2.195868206112899
data/drug_release/105..csv,11.51527394992158,2.1088803573190757,1.1216800097725144,1.2024610524111252,1.3604639656846576,1.2947208236691643
data/drug_release/106..csv,2.7453605978876925,2.061754220225595,3.6585274758418262,2.0849111247238303,1.9036129356044083,1.6920615975053475
data/drug_release/107..csv,5.812057800023243,1.9021788234891872,4.7968450998479755,0.8983418969700091,1.8552464528985462,1.6344710539404397
data/drug_release/108..csv,7.951806664906657,4.394592500362223,8.446250540803836,4.545196593221144,1.2395833852253284,2.5064411421867367
data/drug_release/109..csv,0.9635407715431831,5.721914374475669,10.625947748608098,0.6626163591385091,2.32625790304528,0.6970627837776416
data/drug_release/110..csv,5.349848914325054,1.9139064132065897,4.744445162626874,0.7667990451699987,1.9639607620154056,1.5797710235981195
data/drug_release/111..csv,6.258957985690954,2.823622093251104,2.58690161621196,1.0900319743944185,1.0207635731654159,1.222056103222829
data/drug_release/112..csv,5.380353455519636,1.3924420757202969,3.4395712763302244,0.19414003212807884,1.2933215543463683,1.1998512402398733
data/drug_release/113..csv,5.931519070760965,2.36200807702322,1.9957468672408907,0.40272381420042314,1.0101310741337821,1.4527514065721008
data/drug_release/114..csv,5.273187820575601,1.3588169920329773,2.8809242831140023,0.5928465685546567,0.443879272111496,0.6179299429835335
data/drug_release/115..csv,4.539856053442589,1.1308101234910084,4.349795808987312,0.2848204726764207,1.1189742220028802,0.8264207567509968
data/drug_release/116..csv,4.751750085834782,1.1691890892602421,4.03994822493787,0.22422684287435662,1.1683638293180978,0.9249609589296629
data/drug_release/117..csv,5.589306600103797,1.3222943294457983,3.1853170533204267,0.24302498834668396,1.0730579163792282,1.1126257149495877
data/drug_release/118..csv,6.895772546114346,1.4667159740683409,2.57894743170357,0.9343134575696885,0.8681750754990027,0.9214161848902961
data/drug_release/119..csv,10.91547824817238,4.07741876022656,1.3645816177557129,1.0765426250755927,0.7899761262949525,1.4291152416253352
data/drug_release/120..csv,13.118972194214807,4.41367154548763,2.572909355996191,1.5728300670053788,0.8471825538729603,1.4900037586983013
data/drug_release/121..csv,5.4536919561145085,1.082626783084545,3.578041316876247,0.4580162002751817,1.0072902546727414,0.9196455445492242
data/drug_release/122..csv,1.0230129209956231,0.9240212023762194,2.9579892749643526,1.0116696338245161,0.9304990280392298,0.9155471045580812
data/drug_release/123..csv,2.6011037212617194,1.5035563624731505,3.5854018676688457,1.1623834543895601,1.1415471129319628,1.1874124039707394
data/drug_release/124..csv,5.496425540580846,1.7589055867094523,5.432580200754684,1.2522984134030462,1.7779714640124804,1.4688255066024813
data/drug_release/125..csv,13.74007266978143,2.1967669193191646,2.426105420331201,2.4681995689621807,1.9538854511988417,1.598637961304421
data/drug_release/126..csv,0.4159077804034323,0.3548274500956526,0.8504013909144945,0.15902061922166683,0.14726448951443846,0.14700035615021909
data/drug_release/127..csv,9.23045835676966,6.619121917808264,1.859385472778346,1.402478827024562,1.5276135603408887,3.03239255721744
data/drug_release/131..csv,8.950617515826615,6.653474834849607,1.899027982503415,1.447736036395024,1.544268554763294,2.901732946952923
data/drug_release/132..csv,15.8332945720692,12.552490974354747,6.7050967848328265,0.9904553006784524,0.8337909968220139,2.3072928426489776
data/drug_release/133..csv,27.796151194734275,14.237044052562606,14.426105597417449,2.2417277340259365,2.0697231847214357,2.582986940314103
data/drug_release/134..csv,22.56471919731286,9.897814078090278,10.08680018311178,6.229990687042577,3.6779321441134285,2.6488090524424277
data/drug_release/135..csv,34.63622805959897,3.4865821028477653,19.41596843366121,10.254221035666067,2.9482012453028332,1.3908544487261718
data/drug_release/136..csv,21.59814570310824,7.63940997469398,8.512791449533447,4.879876480194043,2.1762143556443863,1.6839406194156792
data/drug_release/137..csv,39.76974798227519,2.0930645452579504,24.644778248088524,14.733657813997073,0.8061687027205886,4.300493520149402
data/drug_release/138..csv,15.57591991977923,7.184571572585237,4.1417496386048835,1.5756566475010187,1.6887984156898053,2.9423713872319945
data/drug_release/139..csv,38.83669414029574,1.654228348576399,23.824532211946973,13.801757520324761,1.0332430902403125,3.2589697708694323
data/drug_release/140..csv,27.63572544382805,7.421696741626819,13.46148169918206,6.834616448163757,3.169567304852111,1.9847673750587937
data/drug_release/141..csv,39.71538498023428,0.5889164922390405,23.91463458991218,0.861876545373497,0.31505983752662864,0.42737806430878933
