,File Name,Zero Order,First Order,Higuchi,Korsmeyer-Peppas,Weibull,Reciprocal
0,data/drug_release/100..csv,0.5693506305044561,0.16704955685416525,0.20488502205493545,0.2043466964104577,0.1120207380605737,0.079079228733215
1,data/drug_release/101..csv,0.13662623784304812,0.03666342967173173,0.08689233517603033,0.004695757018872127,0.03043110729535944,0.030311999154189643
2,data/drug_release/102..csv,0.13483802198828654,0.04134567012605584,0.0894347070095948,0.008126714088292785,0.02498040284469869,0.029653543307492265
3,data/drug_release/103..csv,0.1070808552906292,0.028172198104004183,0.1226481893414081,0.01299931947580432,0.026363066395841257,0.01787149807029331
4,data/drug_release/104..csv,0.4266925561752884,0.04690829622594148,0.23244154026240693,0.08435537666072435,0.034634059804940165,0.03126228150071946
5,data/drug_release/105..csv,0.21600765712350428,0.04452297548842368,0.02707834671003608,0.02647300725460882,0.02538587788628482,0.02436358334874562
6,data/drug_release/106..csv,0.23164511194048545,0.16499505573692855,0.29753870051815984,0.16833163074224633,0.15039643857256163,0.13245124691256766
7,data/drug_release/107..csv,0.2019366995056918,0.06844272390005476,0.1665774758989656,0.032535144903084054,0.06787583916977466,0.059832642829108836
8,data/drug_release/108..csv,0.2306410666161437,0.1291135944465592,0.22802851841984548,0.1171180161812484,0.03148160376454376,0.07125610735673708
9,data/drug_release/109..csv,0.03580899559766321,0.2505903205016921,0.42230695541244634,0.030317205181003528,0.0957051652238096,0.030398882383725647
10,data/drug_release/110..csv,0.18753499382065297,0.0715595855863673,0.17939745356241737,0.03084058196338787,0.071031831796982,0.057821177696120975
11,data/drug_release/111..csv,0.2601142540767873,0.12126582827454847,0.11488045746088997,0.04749952333290926,0.04706115729031249,0.06239930968084383
12,data/drug_release/112..csv,0.1355718999552739,0.038690638530792784,0.0876280436154359,0.005762708012605744,0.034365451621781916,0.03309183524622293
13,data/drug_release/113..csv,0.16676257637845293,0.07407378269006679,0.05553823729790248,0.013624342294104986,0.029413367612796042,0.0434192725106771
