File_Name,Model,Optimized_Parameters,MAE
data/drug_release/105..csv,korsmeyer_Peppas,[18.358  0.511],1.2024610524111257
data/drug_release/105..csv,weibull,[7.58 0.87],1.3604639656846576
data/drug_release/105..csv,reciprocal,[12.11   0.095],1.2947208236691643
data/drug_release/106..csv,zero_order,[1.656],2.7453605978876916
data/drug_release/106..csv,first_order,[0.02],2.061754220225595
data/drug_release/106..csv,higuchi,[6.341],3.6585274758418262
data/drug_release/106..csv,korsmeyer_Peppas,[3.068 0.783],2.0849111247238308
data/drug_release/106..csv,weibull,[37.623  0.898],1.9036129356044087
data/drug_release/106..csv,reciprocal,[2.499 0.028],1.6920615975053475
data/drug_release/107..csv,zero_order,[3.53],5.812057800023244
data/drug_release/107..csv,first_order,[0.056],1.9021788234891883
data/drug_release/107..csv,higuchi,[13.721],4.7968450998479755
data/drug_release/107..csv,korsmeyer_Peppas,[8.171 0.703],0.8983418969700077
data/drug_release/107..csv,weibull,[16.943  0.981],1.855246452898545
data/drug_release/107..csv,reciprocal,[5.738 0.035],1.6344710539404375
data/drug_release/108..csv,zero_order,[4.701],7.951806664906653
data/drug_release/108..csv,first_order,[0.089],4.394592500362227
data/drug_release/108..csv,higuchi,[18.168],8.446250540803838
data/drug_release/108..csv,korsmeyer_Peppas,[10.257  0.724],4.54519659322114
data/drug_release/108..csv,weibull,[25.61   1.383],1.2395833852253317
data/drug_release/108..csv,reciprocal,[7.821 0.037],2.5064411421867328
data/drug_release/109..csv,zero_order,[3.556],0.9635407715431821
data/drug_release/109..csv,first_order,[0.052],5.721914374475669
data/drug_release/109..csv,higuchi,[13.168],10.6259477486081
data/drug_release/109..csv,korsmeyer_Peppas,[3.279 1.028],0.6626163591385098
data/drug_release/109..csv,weibull,[74.538  1.539],2.3262579030452804
data/drug_release/109..csv,reciprocal,[ 3.421 -0.002],0.6970627837776416
data/drug_release/110..csv,zero_order,[3.512],5.349848914325053
data/drug_release/110..csv,first_order,[0.056],1.91390641320659
data/drug_release/110..csv,higuchi,[13.663],4.744445162626873
data/drug_release/110..csv,korsmeyer_Peppas,[7.679 0.724],0.766799045169998
data/drug_release/110..csv,weibull,[18.783  1.019],1.9639607620154058
data/drug_release/110..csv,reciprocal,[5.448 0.03 ],1.5797710235981182
data/drug_release/111..csv,zero_order,[2.831],6.258957985690953
data/drug_release/111..csv,first_order,[0.042],2.8236220932511045
data/drug_release/111..csv,higuchi,[11.195],2.586901616211961
data/drug_release/111..csv,korsmeyer_Peppas,[8.139 0.626],1.090031974394419
data/drug_release/111..csv,weibull,[14.281  0.795],1.0207635731654163
data/drug_release/111..csv,reciprocal,[5.565 0.054],1.2220561032228296
data/drug_release/112..csv,zero_order,[3.516],5.380353455519635
data/drug_release/112..csv,first_order,[0.056],1.3924420757202973
data/drug_release/112..csv,higuchi,[14.286],3.4395712763302235
data/drug_release/112..csv,korsmeyer_Peppas,[8.935 0.672],0.19414003212807956
data/drug_release/112..csv,weibull,[15.448  0.943],1.293321554346369
data/drug_release/112..csv,reciprocal,[5.996 0.04 ],1.1998512402398738
data/drug_release/113..csv,zero_order,[3.138],5.931519070760965
data/drug_release/113..csv,first_order,[0.047],2.3620080770232197
data/drug_release/113..csv,higuchi,[12.821],1.9957468672408902
data/drug_release/113..csv,korsmeyer_Peppas,[9.685 0.603],0.4027238142004228
data/drug_release/113..csv,weibull,[12.394  0.799],1.010131074133782
data/drug_release/113..csv,reciprocal,[6.281 0.057],1.4527514065721006
data/drug_release/114..csv,zero_order,[3.162],5.273187820575601
data/drug_release/114..csv,first_order,[0.047],1.3588169920329778
data/drug_release/114..csv,higuchi,[12.861],2.880924283114002
data/drug_release/114..csv,korsmeyer_Peppas,[8.366 0.658],0.5928465685546565
data/drug_release/114..csv,weibull,[15.482  0.884],0.44387927211149686
data/drug_release/114..csv,reciprocal,[5.635 0.044],0.6179299429835347
data/drug_release/115..csv,zero_order,[3.501],4.5398560534425885
data/drug_release/115..csv,first_order,[0.055],1.130810123491008
data/drug_release/115..csv,higuchi,[14.173],4.349795808987312
data/drug_release/115..csv,korsmeyer_Peppas,[7.793 0.719],0.28482047267642085
data/drug_release/115..csv,weibull,[18.779  1.012],1.1189742220028798
data/drug_release/115..csv,reciprocal,[5.466 0.031],0.8264207567509976
data/drug_release/116..csv,zero_order,[3.507],4.751750085834783
data/drug_release/116..csv,first_order,[0.055],1.1691890892602428
data/drug_release/116..csv,higuchi,[14.217],4.03994822493787
data/drug_release/116..csv,korsmeyer_Peppas,[8.073 0.708],0.22422684287435657
data/drug_release/116..csv,weibull,[17.893  0.995],1.1683638293180976
data/drug_release/116..csv,reciprocal,[5.59  0.033],0.9249609589296632
data/drug_release/117..csv,zero_order,[3.432],5.589306600103797
data/drug_release/117..csv,first_order,[0.054],1.322294329445798
data/drug_release/117..csv,higuchi,[13.985],3.1853170533204263
data/drug_release/117..csv,korsmeyer_Peppas,[9.084 0.658],0.24302498834668337
data/drug_release/117..csv,weibull,[14.81   0.915],1.073057916379228
data/drug_release/117..csv,reciprocal,[6.057 0.043],1.1126257149495884
data/drug_release/118..csv,zero_order,[3.673],6.895772546114346
