File_Name,Model,Optimized_Parameters,MAE
data/drug_release/118..csv,first_order,[0.061],1.466715974068341
data/drug_release/118..csv,higuchi,[15.022],2.5789474317035697
data/drug_release/118..csv,korsmeyer_Peppas,[10.859  0.619],0.934313457569688
data/drug_release/118..csv,weibull,[12.42   0.893],0.8681750754990023
data/drug_release/118..csv,reciprocal,[7.276 0.055],0.9214161848902959
data/drug_release/119..csv,zero_order,[4.015],10.915478248172382
data/drug_release/119..csv,first_order,[0.075],4.077418760226561
data/drug_release/119..csv,higuchi,[16.639],1.3645816177557135
data/drug_release/119..csv,korsmeyer_Peppas,[17.519  0.481],1.0765426250755932
data/drug_release/119..csv,weibull,[6.705 0.727],0.7899761262949528
data/drug_release/119..csv,reciprocal,[11.875  0.113],1.4291152416253357
data/drug_release/120..csv,zero_order,[4.318],13.118972194214807
data/drug_release/120..csv,first_order,[0.088],4.41367154548763
data/drug_release/120..csv,higuchi,[17.973],2.5729093559961917
data/drug_release/120..csv,korsmeyer_Peppas,[20.778  0.446],1.5728300670053779
data/drug_release/120..csv,weibull,[5.586 0.713],0.8471825538729603
data/drug_release/120..csv,reciprocal,[14.654  0.139],1.4900037586983013
data/drug_release/121..csv,zero_order,[3.51],5.45369195611451
data/drug_release/121..csv,first_order,[0.056],1.082626783084545
data/drug_release/121..csv,higuchi,[14.255],3.578041316876247
data/drug_release/121..csv,korsmeyer_Peppas,[8.902 0.673],0.458016200275182
data/drug_release/121..csv,weibull,[15.539  0.945],1.0072902546727414
data/drug_release/121..csv,reciprocal,[6.048 0.041],0.9196455445492248
data/drug_release/122..csv,zero_order,[1.044],1.023012920995623
data/drug_release/122..csv,first_order,[0.012],0.9240212023762192
data/drug_release/122..csv,higuchi,[3.881],2.9579892749643526
data/drug_release/122..csv,korsmeyer_Peppas,[1.21  0.948],1.0116696338245161
data/drug_release/122..csv,weibull,[92.634  1.027],0.9304990280392289
data/drug_release/122..csv,reciprocal,[1.183 0.007],0.9155471045580806
data/drug_release/123..csv,zero_order,[2.031],2.6011037212617203
data/drug_release/123..csv,first_order,[0.026],1.5035563624731505
data/drug_release/123..csv,higuchi,[7.799],3.585401867668845
data/drug_release/123..csv,korsmeyer_Peppas,[3.976 0.763],1.1623834543895601
data/drug_release/123..csv,weibull,[29.24   0.895],1.1415471129319614
data/drug_release/123..csv,reciprocal,[3.006 0.026],1.1874124039707397
data/drug_release/124..csv,zero_order,[3.495],5.496425540580846
data/drug_release/124..csv,first_order,[0.055],1.7589055867094527
data/drug_release/124..csv,higuchi,[13.522],5.432580200754684
data/drug_release/124..csv,korsmeyer_Peppas,[7.595 0.726],1.2522984134030462
data/drug_release/124..csv,weibull,[18.514  1.011],1.7779714640124809
data/drug_release/124..csv,reciprocal,[5.532 0.032],1.4688255066024802
data/drug_release/125..csv,zero_order,[4.695],13.74007266978143
data/drug_release/125..csv,first_order,[0.102],2.1967669193191655
data/drug_release/125..csv,higuchi,[18.863],2.4261054203312034
data/drug_release/125..csv,korsmeyer_Peppas,[17.016  0.541],2.4681995689621803
data/drug_release/125..csv,weibull,[8.166 0.911],1.9538854511988437
data/drug_release/125..csv,reciprocal,[11.833  0.088],1.5986379613044226
data/drug_release/126..csv,zero_order,[10.27],0.4159077804034324
data/drug_release/126..csv,first_order,[0.108],0.35482745009565236
data/drug_release/126..csv,higuchi,[8.99],0.8504013909144945
data/drug_release/126..csv,korsmeyer_Peppas,[9.962 0.824],0.15902061922166688
data/drug_release/126..csv,weibull,[9.528 0.854],0.1472644895144386
data/drug_release/126..csv,reciprocal,[13.278  0.332],0.14700035615021947
data/drug_release/127..csv,zero_order,[5.391],9.23045835676966
data/drug_release/127..csv,first_order,[0.081],6.619121917808266
data/drug_release/127..csv,higuchi,[15.724],1.8593854727783456
data/drug_release/127..csv,korsmeyer_Peppas,[17.656  0.434],1.4024788270245616
data/drug_release/127..csv,weibull,[5.18  0.524],1.5276135603408882
data/drug_release/127..csv,reciprocal,[22.147  0.376],3.03239255721744
data/drug_release/131..csv,zero_order,[5.025],8.950617515826615
data/drug_release/131..csv,first_order,[0.073],6.653474834849609
data/drug_release/131..csv,higuchi,[14.714],1.8990279825034155
data/drug_release/131..csv,korsmeyer_Peppas,[16.991  0.418],1.4477360363950245
data/drug_release/131..csv,weibull,[5.391 0.497],1.5442685547632928
data/drug_release/131..csv,reciprocal,[21.8    0.406],2.901732946952923
data/drug_release/132..csv,zero_order,[6.37],15.8332945720692
data/drug_release/132..csv,first_order,[0.116],12.552490974354747
data/drug_release/132..csv,higuchi,[19.511],6.7050967848328265
data/drug_release/132..csv,korsmeyer_Peppas,[28.587  0.274],0.9904553006784524
data/drug_release/132..csv,weibull,[2.962 0.354],0.8337909968220135
data/drug_release/132..csv,reciprocal,[66.597  1.225],2.307292842648977
data/drug_release/133..csv,zero_order,[9.709],27.796151194734275
data/drug_release/133..csv,first_order,[0.559],14.237044052562608
data/drug_release/133..csv,higuchi,[30.447],14.426105597417445
data/drug_release/133..csv,korsmeyer_Peppas,[49.482  0.208],2.2417277340259356
data/drug_release/133..csv,weibull,[1.444 0.35 ],2.0697231847214357
data/drug_release/133..csv,reciprocal,[163.382   2.089],2.5829869403141035
data/drug_release/134..csv,zero_order,[9.519],22.56471919731286
data/drug_release/134..csv,first_order,[0.311],9.897814078090278
data/drug_release/134..csv,higuchi,[29.059],10.08680018311178
data/drug_release/134..csv,korsmeyer_Peppas,[40.491  0.326],6.229990687042577
data/drug_release/134..csv,weibull,[1.93  0.562],3.6779321441134285
data/drug_release/134..csv,reciprocal,[79.69   0.884],2.6488090524424277
data/drug_release/135..csv,zero_order,[12.01],34.63622805959898
data/drug_release/135..csv,first_order,[1.22],3.486582102847767
data/drug_release/135..csv,higuchi,[37.646],19.415968433661217
data/drug_release/135..csv,korsmeyer_Peppas,[63.047  0.23 ],10.254221035666072
data/drug_release/135..csv,weibull,[0.808 0.753],2.9482012453028354
data/drug_release/135..csv,reciprocal,[259.999   2.524],1.3908544487261778
data/drug_release/136..csv,zero_order,[9.758],21.598145703108248
data/drug_release/136..csv,first_order,[0.31],7.6394099746939785
data/drug_release/136..csv,higuchi,[29.576],8.512791449533443
data/drug_release/136..csv,korsmeyer_Peppas,[40.062  0.341],4.879876480194041
data/drug_release/136..csv,weibull,[2.012 0.605],2.1762143556443863
data/drug_release/136..csv,reciprocal,[64.163  0.663],1.6839406194156792
data/drug_release/137..csv,zero_order,[12.442],39.76974798227519
data/drug_release/137..csv,first_order,[2.374],2.0930645452579504
data/drug_release/137..csv,higuchi,[39.57],24.644778248088528
data/drug_release/137..csv,korsmeyer_Peppas,[69.532  0.205],14.733657813997073
data/drug_release/137..csv,weibull,[0.366 1.667],0.8061687027205805
data/drug_release/137..csv,reciprocal,[436.006   4.122],4.300493520149402
data/drug_release/138..csv,zero_order,[8.283],15.57591991977923
data/drug_release/138..csv,first_order,[0.179],7.184571572585237
data/drug_release/138..csv,higuchi,[24.803],4.1417496386048835
data/drug_release/138..csv,korsmeyer_Peppas,[33.322  0.346],1.5756566475010187
data/drug_release/138..csv,weibull,[2.612 0.535],1.6887984156898053
data/drug_release/138..csv,reciprocal,[42.033  0.482],2.9423713872319945
data/drug_release/139..csv,zero_order,[12.324],38.83669414029574
data/drug_release/139..csv,first_order,[2.134],1.6542283485763971
data/drug_release/139..csv,higuchi,[39.157],23.824532211946977
data/drug_release/139..csv,korsmeyer_Peppas,[68.822  0.206],13.801757520324767
data/drug_release/139..csv,weibull,[0.492 4.897],1.0332430902403187
data/drug_release/139..csv,reciprocal,[448.643   4.298],3.2589697708694407
data/drug_release/140..csv,zero_order,[10.825],27.635725443828054
data/drug_release/140..csv,first_order,[0.585],7.421696741626822
data/drug_release/140..csv,higuchi,[33.424],13.461481699182064
data/drug_release/140..csv,korsmeyer_Peppas,[51.161  0.277],6.834616448163759
data/drug_release/140..csv,weibull,[1.34  0.585],3.1695673048521127
data/drug_release/140..csv,reciprocal,[122.853   1.248],1.9847673750587915
data/drug_release/141..csv,zero_order,[12.372],39.7153849802343
data/drug_release/141..csv,first_order,[2.597],0.5889164922390384
data/drug_release/141..csv,higuchi,[39.448],23.914634589912186
data/drug_release/141..csv,korsmeyer_Peppas,[94.743  0.026],0.861876545373499
data/drug_release/141..csv,weibull,[0.372 0.463],0.3150598375266246
data/drug_release/141..csv,reciprocal,[1236.261   12.226],0.4273780643087934
data/drug_release/173..csv,zero_order,[1.551],26.167130478002505
data/drug_release/173..csv,first_order,[0.074],10.064506173058684
data/drug_release/173..csv,higuchi,[12.136],12.782230078301339
data/drug_release/173..csv,korsmeyer_Peppas,[26.345  0.281],5.526826228015393
data/drug_release/173..csv,weibull,[3.93  0.471],3.1074830511423
data/drug_release/173..csv,reciprocal,[17.446  0.208],1.4373511741379243
data/drug_release/174..csv,zero_order,[0.961],17.329921788145512
data/drug_release/174..csv,first_order,[0.018],14.679969779050058
data/drug_release/174..csv,higuchi,[7.612],8.929909384067631
data/drug_release/174..csv,korsmeyer_Peppas,[17.446  0.266],4.290104337365697
data/drug_release/174..csv,weibull,[5.53  0.341],3.7548968989374742
data/drug_release/174..csv,reciprocal,[12.372  0.239],1.0917434116853622
data/drug_release/175..csv,zero_order,[6738.478],25.43353766501832
data/drug_release/175..csv,first_order,[213.916],15.020895624200875
data/drug_release/175..csv,higuchi,[758.83],14.383704419788202
data/drug_release/175..csv,korsmeyer_Peppas,[154.234   0.155],4.52453936313769
data/drug_release/175..csv,weibull,[0.184 0.289],3.853233045648552
data/drug_release/175..csv,reciprocal,[202912.324   2603.505],0.49353588881718463
data/drug_release/176..csv,zero_order,[7721.323],26.04248101531757
data/drug_release/176..csv,first_order,[340.298],8.456944276043059
data/drug_release/176..csv,higuchi,[863.681],13.160084344369052
data/drug_release/176..csv,korsmeyer_Peppas,[222.805   0.206],3.8903931115984944
data/drug_release/176..csv,weibull,[0.056 0.466],1.9505105753563896
data/drug_release/176..csv,reciprocal,[95517.809  1000.375],0.4349956363214965
data/drug_release/177..csv,zero_order,[975.757],1.998972470906607
data/drug_release/177..csv,first_order,[10.488],1.851438225510799
data/drug_release/177..csv,higuchi,[106.636],0.4088127584945368
data/drug_release/177..csv,korsmeyer_Peppas,[75.258  0.423],0.3134011436532737
data/drug_release/177..csv,weibull,[1.13  0.446],0.30326021374414097
data/drug_release/177..csv,reciprocal,[2987.683  172.612],0.18166691276786373
data/drug_release/178..csv,zero_order,[592.764],1.426046659294036
data/drug_release/178..csv,first_order,[6.19],1.3753791169778375
data/drug_release/178..csv,higuchi,[65.036],0.45770784057690495
data/drug_release/178..csv,korsmeyer_Peppas,[28.703  0.321],0.12079994814238353
data/drug_release/178..csv,weibull,[3.222 0.331],0.11923563097919275
data/drug_release/178..csv,reciprocal,[2704.431  305.746],0.15816229436453638
data/drug_release/179..csv,zero_order,[1330.392],2.7119547536398714
data/drug_release/179..csv,first_order,[14.713],2.4343001432184934
data/drug_release/179..csv,higuchi,[145.175],0.5721839560840637
data/drug_release/179..csv,korsmeyer_Peppas,[113.56    0.446],0.49726904028038044
data/drug_release/179..csv,weibull,[0.698 0.479],0.48023398801659056
data/drug_release/179..csv,reciprocal,[3911.511  162.053],0.40359405035316337
data/drug_release/183..csv,zero_order,[186.329],5.079239121138874
data/drug_release/183..csv,first_order,[2.522],3.0761556048224117
data/drug_release/183..csv,higuchi,[81.134],2.3688430349469125
data/drug_release/183..csv,korsmeyer_Peppas,[104.17    0.632],0.6526958742594996
data/drug_release/183..csv,weibull,[0.618 0.753],0.3624414438462617
data/drug_release/183..csv,reciprocal,[376.619   4.671],0.6838614427795161
data/drug_release/184..csv,zero_order,[461.103],35.81213707710143
data/drug_release/184..csv,first_order,[26.066],8.245126344219905
data/drug_release/184..csv,higuchi,[225.798],16.857227680823126
data/drug_release/184..csv,korsmeyer_Peppas,[129.146   0.222],3.9055187602170585
data/drug_release/184..csv,weibull,[0.191 0.498],0.886150184323275
data/drug_release/184..csv,reciprocal,[5790.434   60.717],1.6694647028241847
data/drug_release/185..csv,zero_order,[501.187],47.12501378310949
data/drug_release/185..csv,first_order,[85.179],11.377480709465383
data/drug_release/185..csv,higuchi,[251.857],26.690397322496096
data/drug_release/185..csv,korsmeyer_Peppas,[116.419   0.122],4.08392187749451
data/drug_release/185..csv,weibull,[0.226 0.297],1.7892572472535593
data/drug_release/185..csv,reciprocal,[31785.897   351.641],2.339682628392213
data/drug_release/189..csv,zero_order,[452.03],32.832319266890664
data/drug_release/189..csv,first_order,[21.919],5.971937325131327
data/drug_release/189..csv,higuchi,[219.019],14.087346077927105
data/drug_release/189..csv,korsmeyer_Peppas,[137.01    0.264],5.7707938688917855
data/drug_release/189..csv,weibull,[0.149 0.621],2.3668690403609354
data/drug_release/189..csv,reciprocal,[3994.826   39.98 ],1.1875713088568092
data/drug_release/190..csv,zero_order,[535.392],51.70966367752863
data/drug_release/190..csv,first_order,[96.11],3.522020825483054
data/drug_release/190..csv,higuchi,[272.845],30.209232421860296
data/drug_release/190..csv,korsmeyer_Peppas,[135.266   0.152],8.785652270826525
data/drug_release/190..csv,weibull,[0.031 0.755],2.105495548289261
data/drug_release/190..csv,reciprocal,[18561.726   178.868],1.8761490699265375
data/drug_release/191..csv,zero_order,[529.151],55.93852533701473
data/drug_release/191..csv,first_order,[181.435],2.5141574371879982
data/drug_release/191..csv,higuchi,[275.932],34.90140499226247
data/drug_release/191..csv,korsmeyer_Peppas,[131.099   0.119],8.950557174603743
data/drug_release/191..csv,weibull,[0.011 0.859],2.3751320810642214
data/drug_release/191..csv,reciprocal,[34889.691   333.004],1.77072513518314
data/drug_release/197..csv,zero_order,[612.408],3.061015843395508
data/drug_release/197..csv,first_order,[6.723],2.8516730187887878
data/drug_release/197..csv,higuchi,[94.746],0.9982356110712796
data/drug_release/197..csv,korsmeyer_Peppas,[51.823  0.346],0.3711879722566979
data/drug_release/197..csv,weibull,[1.647 0.368],0.3555336110843243
data/drug_release/197..csv,reciprocal,[2920.626  163.359],0.2272587103579456
data/drug_release/198..csv,zero_order,[3167.312],25.948758450803883
data/drug_release/198..csv,first_order,[89.407],17.707565944449666
data/drug_release/198..csv,higuchi,[509.231],15.597624663110357
data/drug_release/198..csv,korsmeyer_Peppas,[118.028   0.129],5.0559973341050135
data/drug_release/198..csv,weibull,[0.308 0.239],4.977236691949743
data/drug_release/198..csv,reciprocal,[118920.965   1620.555],2.0175432474323953
data/drug_release/199..csv,zero_order,[3773.692],32.445621154638864
data/drug_release/199..csv,first_order,[686.715],14.112389377378227
data/drug_release/199..csv,higuchi,[611.701],20.03118685522045
data/drug_release/199..csv,korsmeyer_Peppas,[132.789   0.11 ],6.778557197161336
data/drug_release/199..csv,weibull,[0.151 0.293],6.384085642322487
data/drug_release/199..csv,reciprocal,[274069.258   3149.266],2.438990455676007
data/drug_release/200..csv,zero_order,[3875.697],33.15794958026494
data/drug_release/200..csv,first_order,[793.101],13.603503885378245
data/drug_release/200..csv,higuchi,[624.29],20.606170775535976
data/drug_release/200..csv,korsmeyer_Peppas,[134.132   0.11 ],6.819427153052635
data/drug_release/200..csv,weibull,[0.134 0.31 ],6.567194257122768
data/drug_release/200..csv,reciprocal,[211921.434   2388.708],3.039589386457106
data/drug_release/203..csv,zero_order,[7.492],52.98179496853825
data/drug_release/203..csv,first_order,[2.549],3.66001630120644
data/drug_release/203..csv,higuchi,[34.252],32.23678381612572
data/drug_release/203..csv,korsmeyer_Peppas,[70.23   0.172],13.234144430950273
data/drug_release/203..csv,weibull,[0.416 0.951],3.540028884864924
data/drug_release/203..csv,reciprocal,[387.962   3.669],4.8491560673262155
data/drug_release/205..csv,zero_order,[5.96],34.14238826639002
data/drug_release/205..csv,first_order,[0.49],14.081844389469907
data/drug_release/205..csv,higuchi,[25.72],17.75987777006038
data/drug_release/205..csv,korsmeyer_Peppas,[46.317  0.231],5.88145487976439
data/drug_release/205..csv,weibull,[1.582 0.417],4.35004955409031
data/drug_release/205..csv,reciprocal,[133.19    1.614],2.9798498462371623
data/drug_release/206..csv,zero_order,[4.403],24.40731936320257
data/drug_release/206..csv,first_order,[0.158],13.967084765947817
data/drug_release/206..csv,higuchi,[19.54],10.482971403667998
data/drug_release/206..csv,korsmeyer_Peppas,[33.001  0.266],2.9498656248264226
data/drug_release/206..csv,weibull,[2.531 0.392],1.7260160581556228
data/drug_release/206..csv,reciprocal,[62.085  0.892],1.7692366729958557
data/drug_release/207..csv,zero_order,[5.442],38.63931934215991
data/drug_release/207..csv,first_order,[0.638],13.391205554432926
data/drug_release/207..csv,higuchi,[25.198],21.658721816591385
data/drug_release/207..csv,korsmeyer_Peppas,[55.518  0.155],7.226734513850791
data/drug_release/207..csv,weibull,[1.273 0.342],5.79087320156855
data/drug_release/207..csv,reciprocal,[187.729   2.254],2.3131386778829723
data/drug_release/208..csv,zero_order,[5.885],42.63957772570106
data/drug_release/208..csv,first_order,[0.663],9.260929380891124
data/drug_release/208..csv,higuchi,[27.658],23.548767838553864
data/drug_release/208..csv,korsmeyer_Peppas,[51.837  0.212],10.870463903153091
data/drug_release/208..csv,weibull,[1.368 0.57 ],5.530320407949725
data/drug_release/208..csv,reciprocal,[140.323   1.545],4.418689977240665
data/drug_release/209..csv,zero_order,[1.506],12.982087572400037
data/drug_release/209..csv,first_order,[0.02],12.171863837581295
data/drug_release/209..csv,higuchi,[7.385],8.062940845228564
data/drug_release/209..csv,korsmeyer_Peppas,[16.151  0.136],3.119986208539689
data/drug_release/209..csv,weibull,[5.679 0.154],3.100698304973739
data/drug_release/209..csv,reciprocal,[95.859  4.302],1.4406788873514917
data/drug_release/210..csv,zero_order,[3.227],23.21282683247958
data/drug_release/210..csv,first_order,[0.078],17.950708410798153
data/drug_release/210..csv,higuchi,[14.949],13.061117077788724
data/drug_release/210..csv,korsmeyer_Peppas,[29.786  0.187],4.273361878556911
data/drug_release/210..csv,weibull,[2.823 0.245],3.961709427913041
data/drug_release/210..csv,reciprocal,[131.236   2.843],1.3362398079814717
data/drug_release/211..csv,zero_order,[4.189],29.97274980451136
data/drug_release/211..csv,first_order,[0.142],24.13544965262495
data/drug_release/211..csv,higuchi,[18.849],18.595908214598786
data/drug_release/211..csv,korsmeyer_Peppas,[46.93   0.058],2.427874960797723
data/drug_release/211..csv,weibull,[1.575 0.082],2.4473605057352166
data/drug_release/211..csv,reciprocal,[721.671  13.733],2.596865397236358
data/drug_release/213..csv,zero_order,[2.831],14.757528081144969
data/drug_release/213..csv,first_order,[0.046],12.814879332278316
data/drug_release/213..csv,higuchi,[12.216],8.05636903987258
data/drug_release/213..csv,korsmeyer_Peppas,[22.961  0.21 ],3.6782150217175573
data/drug_release/213..csv,weibull,[3.786 0.243],3.7197889837960396
data/drug_release/213..csv,reciprocal,[99.651  2.777],4.883494484346108
data/drug_release/214..csv,zero_order,[6.44],52.56388900873943
data/drug_release/214..csv,first_order,[3.616],7.511481020440495
data/drug_release/214..csv,higuchi,[31.202],33.84829830719138
data/drug_release/214..csv,korsmeyer_Peppas,[75.374  0.102],8.14288857212915
data/drug_release/214..csv,weibull,[0.542 0.515],3.999286370429594
data/drug_release/214..csv,reciprocal,[711.834   7.476],2.6374930615184913
data/drug_release/215..csv,zero_order,[6.685],51.868671715433024
data/drug_release/215..csv,first_order,[2.142],7.180455251209901
data/drug_release/215..csv,higuchi,[32.23],31.966369894769873
data/drug_release/215..csv,korsmeyer_Peppas,[69.99   0.147],9.169941353149182
data/drug_release/215..csv,weibull,[0.668 0.484],2.7880801433779143
data/drug_release/215..csv,reciprocal,[481.981   5.011],2.3342608435533823
data/drug_release/216..csv,zero_order,[1.937],14.17022150493321
data/drug_release/216..csv,first_order,[0.028],12.516455502767935
data/drug_release/216..csv,higuchi,[9.034],7.80407266310418
data/drug_release/216..csv,korsmeyer_Peppas,[20.348  0.132],0.9145046044485864
data/drug_release/216..csv,weibull,[4.401 0.153],0.8697263861300674
data/drug_release/216..csv,reciprocal,[86.649  3.073],0.6857254643025459
data/drug_release/217..csv,zero_order,[1.167],11.224074789312258
data/drug_release/217..csv,first_order,[0.014],10.746227057430438
data/drug_release/217..csv,higuchi,[5.943],7.517171930549088
data/drug_release/217..csv,korsmeyer_Peppas,[13.818  0.113],2.5060096386689192
data/drug_release/217..csv,weibull,[6.722 0.124],2.5063492430344407
data/drug_release/217..csv,reciprocal,[119.908   6.663],1.228013216395751
data/drug_release/218..csv,zero_order,[2.437],20.68430034054494
data/drug_release/218..csv,first_order,[0.042],18.414419093233843
data/drug_release/218..csv,higuchi,[11.814],12.972238279050828
data/drug_release/218..csv,korsmeyer_Peppas,[26.793  0.127],4.056712330295187
data/drug_release/218..csv,weibull,[3.198 0.156],4.028642700210418
data/drug_release/218..csv,reciprocal,[289.078   8.348],1.4189648689375653
data/drug_release/219..csv,zero_order,[0.508],5.5056638874683275
data/drug_release/219..csv,first_order,[0.006],5.421516182381205
data/drug_release/219..csv,higuchi,[2.65],3.847627375189452
data/drug_release/219..csv,korsmeyer_Peppas,[6.689 0.082],1.4409635343858973
data/drug_release/219..csv,weibull,[14.445  0.086],1.4403136319933056
data/drug_release/219..csv,reciprocal,[79.727  9.732],0.8570547153095718
data/drug_release/220..csv,zero_order,[3.515],21.05127924748841
data/drug_release/220..csv,first_order,[0.086],14.555610513411057
data/drug_release/220..csv,higuchi,[15.71],9.974760190801216
data/drug_release/220..csv,korsmeyer_Peppas,[26.691  0.266],4.193936260090169
data/drug_release/220..csv,weibull,[3.251 0.356],3.565042560864471
data/drug_release/220..csv,reciprocal,[51.752  0.921],1.0597292225436155
data/drug_release/221..csv,zero_order,[23.759],13.349300614177858
data/drug_release/221..csv,first_order,[0.57],1.158293434739357
data/drug_release/221..csv,higuchi,[43.892],4.490493728290533
data/drug_release/221..csv,korsmeyer_Peppas,[42.038  0.543],4.191026342580729
data/drug_release/221..csv,weibull,[1.71  0.942],0.5537078173178482
data/drug_release/221..csv,reciprocal,[67.922  0.52 ],0.9358482111714486
data/drug_release/222..csv,zero_order,[24.621],15.693210782461133
data/drug_release/222..csv,first_order,[0.657],1.4821431772735498
data/drug_release/222..csv,higuchi,[45.91],5.794176485497962
data/drug_release/222..csv,korsmeyer_Peppas,[45.652  0.506],5.753545742371678
data/drug_release/222..csv,weibull,[1.5   0.951],1.5607257693606569
data/drug_release/222..csv,reciprocal,[80.92   0.643],2.1918966154149637
data/drug_release/223..csv,zero_order,[20.792],13.858938283466903
data/drug_release/223..csv,first_order,[0.454],5.392062521413416
data/drug_release/223..csv,higuchi,[38.924],4.288783273652853
data/drug_release/223..csv,korsmeyer_Peppas,[39.629  0.482],4.283322305445548
data/drug_release/223..csv,weibull,[1.878 0.738],2.169790493794679
data/drug_release/223..csv,reciprocal,[74.618  0.734],1.0144663288126934
data/drug_release/224..csv,zero_order,[25.337],17.085129519395696
data/drug_release/224..csv,first_order,[0.73],1.71242496519833
data/drug_release/224..csv,higuchi,[47.499],5.397548580083535
data/drug_release/224..csv,korsmeyer_Peppas,[48.487  0.479],5.441065917690612
data/drug_release/224..csv,weibull,[1.348 0.916],0.8952890120871536
data/drug_release/224..csv,reciprocal,[92.332  0.749],1.1405640445124854
data/drug_release/225..csv,zero_order,[13.621],4.994166121812007
data/drug_release/225..csv,first_order,[0.197],2.3155589012999815
data/drug_release/225..csv,higuchi,[24.895],3.4671630488554688
data/drug_release/225..csv,korsmeyer_Peppas,[21.032  0.66 ],1.4607704014522236
data/drug_release/225..csv,weibull,[4.182 0.822],0.6362586630635875
data/drug_release/225..csv,reciprocal,[27.554  0.276],0.23990082475898825
data/drug_release/230..csv,zero_order,[0.466],15.872722383505172
data/drug_release/230..csv,first_order,[0.009],11.490715765858837
data/drug_release/230..csv,higuchi,[5.49],6.008712425070526
data/drug_release/230..csv,korsmeyer_Peppas,[11.093  0.339],3.0720136604593584
data/drug_release/230..csv,weibull,[9.683 0.434],2.7675883493231694
data/drug_release/230..csv,reciprocal,[4.956 0.086],3.569498644719725
data/drug_release/231..csv,zero_order,[0.634],37.09074835717276
data/drug_release/231..csv,first_order,[0.043],24.22984600678816
data/drug_release/231..csv,higuchi,[8.047],21.820745209195774
data/drug_release/231..csv,korsmeyer_Peppas,[39.132  0.128],0.8807298451576386
data/drug_release/231..csv,weibull,[2.059 0.197],1.5430675974088972
data/drug_release/231..csv,reciprocal,[90.798  1.421],6.729688582588293
data/drug_release/232..csv,zero_order,[0.707],43.87350723106223
data/drug_release/232..csv,first_order,[0.193],19.599806987659115
data/drug_release/232..csv,higuchi,[9.135],26.80202537170207
data/drug_release/232..csv,korsmeyer_Peppas,[45.807  0.121],2.8203481728384867
data/drug_release/232..csv,weibull,[1.741 0.223],2.346251126967128
data/drug_release/232..csv,reciprocal,[66.908  0.88 ],4.103005416100385
data/drug_release/233..csv,zero_order,[0.776],48.93529156505097
data/drug_release/233..csv,first_order,[0.408],15.032017043952806
data/drug_release/233..csv,higuchi,[10.044],30.506958670049798
data/drug_release/233..csv,korsmeyer_Peppas,[52.423  0.113],4.055019824421235
data/drug_release/233..csv,weibull,[1.453 0.242],3.5774242845458293
data/drug_release/233..csv,reciprocal,[89.412  1.063],3.057629643613364
data/drug_release/234..csv,zero_order,[0.916],15.999140889156838
data/drug_release/234..csv,first_order,[0.021],7.959378800354869
data/drug_release/234..csv,higuchi,[8.489],11.13772610653073
data/drug_release/234..csv,korsmeyer_Peppas,[7.161 0.54 ],10.997067569586234
data/drug_release/234..csv,weibull,[170.101   1.361],8.049620021122088
data/drug_release/234..csv,reciprocal,[2.407 0.018],8.606022695085766
data/drug_release/235..csv,zero_order,[1.702],16.635025007912343
data/drug_release/235..csv,first_order,[0.039],11.985983616630925
data/drug_release/235..csv,higuchi,[12.21],13.536107220054635
data/drug_release/235..csv,korsmeyer_Peppas,[7.763 0.62 ],13.02390654017737
data/drug_release/235..csv,weibull,[300.      1.753],6.562125066885309
data/drug_release/235..csv,reciprocal,[3.416 0.018],11.278570686070918
data/drug_release/236..csv,zero_order,[0.832],10.119473046634381
data/drug_release/236..csv,first_order,[0.013],15.481631266234492
data/drug_release/236..csv,higuchi,[7.076],19.974924787264754
data/drug_release/236..csv,korsmeyer_Peppas,[0.459 1.131],9.399563700549578
data/drug_release/236..csv,weibull,[300.      1.343],11.735480594145045
data/drug_release/236..csv,reciprocal,[ 0.782 -0.001],9.954983920537227
data/drug_release/237..csv,zero_order,[0.924],8.60762788309238
data/drug_release/237..csv,first_order,[0.015],16.055640213761023
data/drug_release/237..csv,higuchi,[8.014],19.451534325595077
data/drug_release/237..csv,korsmeyer_Peppas,[0.592 1.098],8.014082577375099
data/drug_release/237..csv,weibull,[300.      1.382],12.232337468632235
data/drug_release/237..csv,reciprocal,[ 0.878 -0.   ],8.44485969319342
data/drug_release/238..csv,zero_order,[0.912],16.369935753233673
data/drug_release/238..csv,first_order,[0.021],8.26715358047475
data/drug_release/238..csv,higuchi,[8.467],11.5224938870188
data/drug_release/238..csv,korsmeyer_Peppas,[7.09  0.542],11.444724375086603
data/drug_release/238..csv,weibull,[217.432   1.429],8.215757095990499
data/drug_release/238..csv,reciprocal,[2.369 0.017],8.973121181542192
data/drug_release/239..csv,zero_order,[0.832],9.92578356695073
data/drug_release/239..csv,first_order,[0.013],15.321868375200093
data/drug_release/239..csv,higuchi,[7.147],19.827341039832493
data/drug_release/239..csv,korsmeyer_Peppas,[0.482 1.12 ],9.280730499704562
data/drug_release/239..csv,weibull,[300.      1.345],11.423140011523515
data/drug_release/239..csv,reciprocal,[ 0.793 -0.   ],9.815836388373643
data/drug_release/240..csv,zero_order,[2.91],9.99353277309478
data/drug_release/240..csv,first_order,[0.044],15.35853304199035
data/drug_release/240..csv,higuchi,[13.369],17.901266505109987
