time (Hrs),release_percent,file_name
0.054624999999997925,4.6249999999999964,data/drug_release/3..csv
0.5058749999999996,5.874999999999993,data/drug_release/3..csv
1.0062499999999996,6.249999999999993,data/drug_release/3..csv
1.9821249999999981,7.124999999999993,data/drug_release/3..csv
3.0081249999999997,8.124999999999996,data/drug_release/3..csv
5.010625000000001,10.624999999999996,data/drug_release/3..csv
7.013374999999998,13.375,data/drug_release/3..csv
10.013499999999999,13.499999999999996,data/drug_release/3..csv
0.00040469718533131527,0.3541100371646948,data/drug_release/4..csv
0.5259714418686237,2.1991919546199625,data/drug_release/4..csv
1.0031094233739637,3.1940725352255157,data/drug_release/4..csv
2.004465158944825,4.617594884627579,data/drug_release/4..csv
3.004404454367023,4.553855077937932,data/drug_release/4..csv
5.004957540520309,5.134595538888032,data/drug_release/4..csv
7.006185121982476,6.423556074167507,data/drug_release/4..csv
10.005733210125527,5.949048624366824,data/drug_release/4..csv
0.03139860541899034,0.9047529094836477,data/drug_release/23..csv
0.038211355404617404,10.141511371009472,data/drug_release/23..csv
0.09052867596934883,90.18750461985759,data/drug_release/23..csv
0.16910732031833894,101.24559573576879,data/drug_release/23..csv
0.3372372840986556,97.87691878085037,data/drug_release/23..csv
0.5054001001995779,98.02475422357647,data/drug_release/23..csv
1.0031702489384595,99.3414752334568,data/drug_release/23..csv
0.03139039233883884,0.025624810072514492,data/drug_release/24..csv
0.03596918452327173,10.139540231773111,data/drug_release/24..csv
0.08608950614749045,95.01876688814608,data/drug_release/24..csv
0.17134949119968462,101.24756687500513,data/drug_release/24..csv
0.33726192333911,100.51430307908375,data/drug_release/24..csv
0.5054083132797292,98.90388232298758,data/drug_release/24..csv
1.005428845980108,101.1017025715154,data/drug_release/24..csv
0.034920634920634915,2.1378381686864714,data/drug_release/27..csv
0.08253968253968248,42.82825315216061,data/drug_release/27..csv
0.16507936507936508,66.83902558452688,data/drug_release/27..csv
0.3333333333333334,85.86118251928022,data/drug_release/27..csv
0.5015873015873018,88.8422083486351,data/drug_release/27..csv
1.003174603174603,94.70241155588201,data/drug_release/27..csv
0.03174603174603175,3.3737299547068176,data/drug_release/28..csv
0.08253968253968248,68.12388297221203,data/drug_release/28..csv
0.16507936507936508,74.85959113722612,data/drug_release/28..csv
0.33174603174603173,86.4791284122904,data/drug_release/28..csv
0.5015873015873017,96.86277390133432,data/drug_release/28..csv
1.0031746031746034,98.09572775125478,data/drug_release/28..csv
0.03529775298703767,3.02158273381292,data/drug_release/31..csv
0.08708363705511364,64.31654676258992,data/drug_release/31..csv
0.16885082242575986,78.99280575539568,data/drug_release/31..csv
0.3343026019712864,92.80575539568346,data/drug_release/31..csv
0.5016559439672933,90.2158273381295,data/drug_release/31..csv
1.000649700503914,95.39568345323741,data/drug_release/31..csv
0.03529775298703767,3.02158273381292,data/drug_release/32..csv
0.08497607200583145,69.49640287769783,data/drug_release/32..csv
0.16896174690203788,85.03597122302158,data/drug_release/32..csv
0.33652109149684656,93.66906474820144,data/drug_release/32..csv
0.5017985611510792,97.98561151079137,data/drug_release/32..csv
1.0018183690932716,99.06474820143885,data/drug_release/32..csv
0.015885257273431996,1.233933161953729,data/drug_release/33..csv
